Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,OR,2019,"10        ",Female,17,Left-Handed,164,24,165,1,Car,8,.491,41,Soccer,1000,1000,800,200,500,1000,25,"Left foot",100,100,"Same length",December,Winter,No,No,Fruit,Water,English,5,8,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",5,10,12,1,3,12,12,2,4,1,10,4,8,2,"Very little","Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,Relative,Environment
USA,WI,2019,"12        ",Male,17,Left-Handed,178,25,177,1,Car,25,.368,35,Other,750,450,150,500,200,600,25.4,"Left foot",76.2,88.9,"Ring finger",January,Summer,Yes,No,Meat,Water,Science,9,9,3,"Yes - broadband connection","Text messaging",50,53,24,2,9,6,20,0,20,2,30,1,0,4,"A lot","Graduate degree",Country,"Freeze time",Happy,Relative,Health
USA,NJ,2019,"12        ",Male,17,Ambidextrous,170,9,171,2,Bus,5,0.357,30,Soccer,1000,1000,1090,500,1000,1000,8.8,"Right foot",63.5,63.5,"Ring finger",September,Fall,Yes,No,Pizza/Pasta,Water,Science,6,7,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,150,2,0,21,0,7,0,38,15,20,5,20,5,"A lot","Graduate degree",Classical,"Freeze time",Rich,Teacher,"Education/Youth development"
USA,AZ,2019,"12        ",Male,17,Right-Handed,5'5,,,2,Car,15min,0.178,54,Soccer,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,"12        ",Female,15,Right-Handed,156,21.5,148,3,"Rail (Train/Tram/Subway)",30,.338,42,Other,1000,600,900,300,0,100,21.5,"Same length",63,65,"Ring finger",December,Winter,No,No,Desserts,Water,"Mathematics and statistics",6,12,6,"Yes - other","Text messaging",8,25,0,2,4,.5,1,0,1,2,2,3,8,1,Some,"Graduate degree",Classical,Telepathy,Happy,Friend,"International aid"
USA,MA,2019,"10        ",Female,15,Right-Handed,165.1,23.5,165,2,Car,25,.356,33,"Hockey (Ice)",102,16,209,503,1000,1000,23.5,"Same length",66,68,"Ring finger",June,Fall,Yes,No,Salads,Juice,Art,6,10,2,"Yes - broadband connection","Text messaging",40,50,16,9,4,1,35,0,20,30,15,10,0,0,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,Other,"Arts, culture, sports"
USA,NY,2019,"7         ",Female,13,Left-Handed,156,26,162,2,Car,15,0.254,30,Baseball/Softball,722,781,856,872,0,1000,26,"Same length",4.5,5,,January,Winter,No,No,"No favorite",Water,English,6,8,3,"Yes - other","Text messaging",5,10,1344,0,252,0,336,0,672,336,672,3,0,0,"A lot","Graduate degree",Pop,Telepathy,Rich,Teacher,"Wildlife, animals"
USA,FL,2019,"11        ",Female,15,Right-Handed,163,24,161,1,Car,10,0.704,59,None,1000,1000,1000,973,358,904,23,"Right foot",75,60,"Index finger",October,Fall,No,No,Seafood,Water,Music,7,10,3,"Yes - other","Text messaging",200,150,2,10,8,7,0,0,15,1,20,10,0,2,"A lot","Graduate degree","Rock and roll",Invisibility,Happy,Actor,"Wildlife, animals"
USA,CA,2019,"11        ",Male,18,Right-Handed,180,30,180,2,Car,20,0.347,53,Basketball,770,829,925,861,358,358,30,"Same length",7,8,"Ring finger",April,Summer,No,No,Meat,Water,"Physical education",7,11,4,"Yes - other","In person",10,10,2hour,10min,30min,30min,2hour,6hour,1hour,10min,7hour,0,0,1hour,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Actor,Health
USA,OH,2019,"12        ",Female,17,Right-Handed,157.4,23.5,"158 ",1,Bus,15,0.538,96,Baseball/Softball,1000,1000,1000,1000,450,850,24.2,"Left foot",75,80,"Ring finger",December,Fall,Yes,No,Pizza/Pasta,Water,History,5,8,7,"Yes - broadband connection","Text messaging",15,20,48,14,1,6,0,0,48,24,48,12,40,7,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"International aid"
USA,OH,2019,"12        ",Male,69,Right-Handed,567,65,90,5,Boat,90,45,876,None,0,0,0,0,0,0,69,"Right foot",48.32,568,"Index finger",December,Fall,Yes,Yes,Other,Other,Other,46,6678,123,"No internet connection",Other,1234,23434,1,3,2,4,5,7,6,8,9,10,12,12,None,Other,Other,"Freeze time",Healthy,Other,"Wildlife, animals"
USA,ID,2019,"12        ",Female,20,Right-Handed,159,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2019,"6         ",Male,12,Right-Handed,150,23,148cm,1,Car,3,0.351,49,Swimming,1000,900,100,800,10,500,23,"Same length",60,65,"Ring finger",April,Spring,No,No,"No favorite",Other,Music,8.5,7.5,4,"Yes - other","In person",0,0,11.5,0,.5,1,3,2,0,.5,2,0,0,.5,"Very little","Undergraduate degree",Pop,Telepathy,Happy,Other,"Wildlife, animals"
USA,NY,2019,"6         ",Female,12,Right-Handed,130,20,13621,1,Bus,12,0.376,46,Other,1000,1000,968,1000,663,2365,21,"Left foot",95,70,"Index finger",September,Winter,No,No,"No favorite",Water,"Social studies",8,7,4,"Yes - other","Text messaging",12,13,30,0,3,5,12,4,0,2,2,5,0,2,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,"International aid"
USA,NY,2019,"12        ",Female,17,Right-Handed,167,25,180,1,Car,5,0.585,38,Lacrosse,700,1000,1000,1000,500,500,23,"Right foot",880,914,"Ring finger",March,Summer,No,No,Meat,Water,History,7,9,5,"Yes - broadband connection","In person",40,45,8,5,5,4,10,0,10,10,4,2,2,1,Some,"Graduate degree",Pop,Invisibility,Healthy,Relative,Health
USA,WV,2019,"12        ",Male,17,Left-Handed,,,,,Car,5,0.137,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NJ,2019,"9         ",Male,14,Right-Handed,243,31,210,1,Car,40,.315,45,Baseball/Softball,1,1,1,1,1000,1000,30,"Right foot",100,90,"Index finger",April,Summer,No,No,Meat,Water,History,0,10,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,50,0,0,1000,0,0,0,10000,10000,10000,10000,0,0,"A lot","High school","Rock and roll","Super strength",Rich,Other,"Wildlife, animals"
USA,ID,2019,"12        ",Female,19,Right-Handed,155,23,154,1,Walk,20,0.325,29,Other,700,700,500,400,800,900,23,"Left foot",93,91,"Index finger",October,Fall,Yes,No,Seafood,Water,"Social studies",8,8,6,"Yes - broadband connection","Text messaging",48,55,2,8,10,8,0,8,9,1,37,6,0,2,Some,"Graduate degree",Pop,"Freeze time",Happy,"Community leader or elder",Other
USA,NC,2019,"11        ",Female,17,Right-Handed,150,21,150,4,Car,4,0.494,40,"Table Tennis",1000,722,1000,829,583,668,21,"Same length",76,64,"Index finger",December,Fall,Yes,No,"Rice/Noodle dishes",Water,"Computers and technology",7,9,4,"Yes - broadband connection","In person",20,10,0,0,10,5,0,0,2,2,7,0,0,6,"A lot","Graduate degree",Pop,"Freeze time",Healthy,Relative,"Education/Youth development"
USA,OH,2019,"12        ",Male,17,Right-Handed,6'4,,6'7,1,Walk,5,1.189,40,Bowling,1000,600,750,1000,800,800,,"Same length",11,12,"Ring finger",March,Winter,Yes,No,Meat,Water,Art,6,8+,4,"Yes - broadband connection","In person",15,50+,5,0,5,0,6,16,0,2,16,0,0,2,"A lot",Other,Other,"Super strength",Rich,Relative,Environment
USA,CA,2019,"12        ",Male,17,Right-Handed,176.5,30,182,2,Car,30,.777,67,"Martial Arts",1000,1000,800,1000,1,800,30,"Same length",9,10.5,"Ring finger",October,Fall,No,No,"Rice/Noodle dishes",Water,Music,7,10,5,"Yes - other","Cell phone",100,100,40,10,2,5,5,0,12,2,40,0,35,2,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person",Environment
USA,PA,2019,"11        ",Female,17,Right-Handed,177.8,26,163,1,Car,10,.287,46,Running/Jogging,1000,900,950,500,50,150,26,"Same length",8.5,8.5,"Same length",March,Spring,No,No,Seafood,Juice,"Mathematics and statistics",5,4,2,"Yes - broadband connection",,150,200,6,1,,,,,,,,,,,,,,,,,
USA,CA,2019,"11        ",Male,17,Right-Handed,175,25,178,3,Car,9,260,35,Basketball,800,600,700,650,900,900,25,"Same length",74,70,"Index finger",June,Summer,Yes,No,Meat,Water,Science,7,9,3,"Yes - broadband connection","Text messaging",50,100,15,1,30,7,2,14,6,5,50,0,0,0,Some,"Graduate degree",Pop,"Freeze time",Rich,Other,Health
USA,NE,2019,"12        ",Female,16,Right-Handed,170,25,169.4,1,Car,8,0.516,50,Other,337,75,636,545,727,1000,24,"Right foot",70,72,"Ring finger",May,Spring,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Mathematics and statistics",9,6,4,"Yes - broadband connection","Text messaging",60,42,6,2,5,2,1,0,5,5,7,7,20,10,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,WA,2019,"11        ",Female,16,Right-Handed,154,22.9,146.1,2,Car,6,0.359,29,Cycling,1000,999,999,999,750,700,22.9,"Same length",63.5,63.5,"Same length",October,Fall,Yes,No,Seafood,Water,Other,8,10,4,"Yes - broadband connection","Internet chat or instant messaging",8,7,24,-1,N/A,9,1,-1,6,-1,6,-1,+8,3,Some,"Some college","Rap/Hip hop","Freeze time",Happy,Other,Environment
USA,KS,2019,"12        ",Female,17,Right-Handed,163,24.5,157,1,Car,5,0.772,"51 ",Baseball/Softball,1000,1000,1000,1000,1000,1000,24.5,"Same length",70,65,"Index finger",June,Spring,Yes,No,Desserts,Water,Other,7.5,8.5,5,"Yes - broadband connection","Text messaging",34,71,56,3,12,3,4,,3,1,15,20,12,1,Some,"Graduate degree",Country,Fly,Happy,Relative,"Arts, culture, sports"
USA,SC,2019,"12        ",Male,17,Right-Handed,183,30cm,178cm,2,Car,5,0.442,48,"Football (American)",500,701,800,1000,615,350,29,"Right foot",100,100,"Same length",June,Fall,Yes,No,Meat,"Sports drink",Science,6,3,3,"Yes - broadband connection","Text messaging",3,15,15,1,2,5,20,6,2,,,,,,Some,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,Relative,"Arts, culture, sports"
USA,IN,2019,"12        ",Female,16,Left-Handed,160,19,155,1,Car,7,.742,48,Basketball,500,200,100,100,700,1000,20,"Left foot",75,70,"Index finger",August,Summer,No,No,Seafood,Water,"Physical education",5,7,4,"Yes - broadband connection","In person",0,13,,1,5,5,5,0,12,3,6,0,5,2,"Very little",Other,Pop,Telepathy,Happy,Friend,"Wildlife, animals"
USA,IA,2019,"11        ",Male,16,Right-Handed,180,24,180,2,Walk,2,0.502,48,"Martial Arts",1000,1000,1000,1000,107,471,24,"Same length",78,83,"Ring finger",July,Fall,Yes,Yes,Pizza/Pasta,Water,Music,10,10,3,"Yes - broadband connection","In person",100,100,5,7,4,0,9,2,5,7,12,0,0,6,"A lot","High school","Punk rock",Fly,Happy,Teacher,Environment
USA,CA,2019,"12        ",Male,17,Right-Handed,177.8,27,179.8,1,Car,10,0.4,53,Walking/Hiking,1000,800,900,900,600,10000,26,"Right foot",7,7.5,"Index finger",May,Winter,No,No,Meat,Water,History,7,8,3,"Yes - broadband connection","In person",3,3,16,1,10,1,5,5,10,1,1,1,10,1,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Happy,Other,Environment
USA,IA,2019,"12        ",Male,17,Right-Handed,188,26,186,1,Car,6,0.377,44,Soccer,374,353,513,717,797,904,26,"Same length",90,86,"Index finger",April,Spring,Yes,No,Pizza/Pasta,Water,"Physical education",9,10,5,"Yes - dial-up connection","Text messaging",50,70,10,1,4,15,8,10,16,5,20,15,15,1,Some,"Undergraduate degree","Rap/Hip hop",Invisibility,Rich,"Business person","Education/Youth development"
USA,GA,2019,"8         ",Male,13,Right-Handed,152,25,164,3,Walk,30,0.34,38,Soccer,87,76,70,70,70,85,25,"Same length",700,750,"Index finger",May,Spring,No,No,Fruit,Water,"Mathematics and statistics",8,7,4,"Yes - broadband connection","In person",60,150,30,5,5,15,14,8,25,3,160,3,0,12,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"Education/Youth development"
USA,OH,2019,"12        ",Male,18,Right-Handed,"5'11""","11""",6,1,Car,45,.3,39,Other,750,750,500,300,100,150,,"Right foot",,,,,Spring,Yes,No,Meat,Water,Science,7,12,4,"Yes - broadband connection","Text messaging",5,3,20,1,0,4,25,1,0,1,5,0,20,2,,"High school","Rock and roll",Fly,Happy,"Sports person",Environment
USA,OH,2019,"7         ",Male,13,Right-Handed,165,30,186m,1,Bus,10,0.687,60,Baseball/Softball,900,500,0,0,0,1000,30,"Same length",70,90,"Ring finger",January,Spring,No,No,Meat,Water,Other,8,4,4,"Yes - broadband connection","Cell phone",4,3,3,1,0,3,4,24,2,1,50,0,0,2,,"Some college","Rock and roll","Freeze time",Rich,Other,Health
USA,OH,2019,"7         ",Male,13,Left-Handed,152,28,145,2,Car,10,0.8,42,Running/Jogging,1000,9999,1000,1000,0,0,29,"Left foot",7,6.5,"Index finger",June,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",9,7,10,"Yes - other","In person",0,0,50,0,1,3,10,1,0,0,1,0,0,3,None,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Actor,Environment
USA,RI,2019,"12        ",Male,17,Right-Handed,178,26,164,1,Bus,30,0.352,57,Basketball,412,524,684,684,631,754,26,"Same length",91,91,"Same length",March,Summer,No,No,Poultry,Water,"Social studies",7,10,4,"Yes - broadband connection","Internet chat or instant messaging",50,50,6,3,10,6,2,2,10,8,12,3,0,7,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Business person","Education/Youth development"
USA,WA,2019,"11        ",Female,17,Right-Handed,154,21,142,2,Car,5,0.356,44,Dancing,818,829,840,861,781,781,21,"Left foot",7,7,"Same length",July,Summer,Yes,No,Pizza/Pasta,Water,Other,6,9,5,"Yes - other","Text messaging",60,6,21,10,3,20,9,5,6,20,24,3,0,12,Some,"Some college",Other,Invisibility,Happy,"Musician or singer",Health
USA,OR,2019,"10        ",Female,15,Right-Handed,71,25,163,2,Car,15,0.737,56,Dancing,400,500,600,700,800,900,26,"Left foot",91,90,"Index finger",September,Fall,No,No,"No favorite",Water,Languages,8,8,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",3,3,15,5,5,0,0,0,6,6,6,5,0,5,Some,"Some college",Country,Telepathy,Rich,Friend,"Education/Youth development"
USA,CT,2019,"12        ",Male,17,Ambidextrous,182.8,30.38,1879,2,Walk,20,0.373,54,Basketball,1000,540,551,802,1000,1000,,"Same length",,,,May,Fall,No,No,Other,Water,"Computers and technology",6,7,2,"Yes - dial-up connection","Text messaging",5,20,1,1,4,1,1,0,0,1,1,2,0,1,Some,"Undergraduate degree","Rap/Hip hop","Super strength",Rich,Relative,"Education/Youth development"
USA,IN,2019,"12        ",Female,16,Right-Handed,170.1,20.3,172.7,1,Car,10,0.691,40,Basketball,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,"12        ",Male,16,Right-Handed,194,29,187,0.43,Walk,20,0.43,79,Soccer,1000,600,500,600,1000,1000,29.5,"Left foot",85,92,"Ring finger",February,Winter,Yes,No,Meat,Water,"Physical education",7,9,5,"Yes - broadband connection","Text messaging",20,25,5,4,20,2,20,10,2,8,12,0,0,10,"A lot","Graduate degree",Pop,Invisibility,Happy,"Coach or club leader",Environment
USA,OR,2019,"8         ",Male,13,Right-Handed,157.5,26,68,1,Car,45,.368,38,Basketball,950,760,570,780,800,600,22,"Right foot",9,6,"Index finger",July,Summer,Yes,No,Fruit,Water,"Mathematics and statistics",7,9,4,"Yes - broadband connection","In person",0,0,6,1,0,5,5,2,0,0,3,4,1,7,"A lot","Graduate degree",Reggae,"Freeze time",Happy,Actor,Health
USA,FL,2019,"12        ",Male,17,Left-Handed,173,27.5,175.5,1,Car,15,.295,40,"Football (American)",950,600,750,900,800,800,26.5,"Right foot",95,90,"Ring finger",May,Summer,Yes,No,Poultry,Milk,"Computers and technology",8,8,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",8,10,15,1,2,2,12,1,10,1,2,2,0,0,"Very little","Graduate degree","Rap/Hip hop","Super strength",Rich,"Sports person",Environment
USA,OH,2019,"6         ",Female,12,Right-Handed,155,23,161,2,Car,5,1.577,54,Baseball/Softball,400,500,300,400,600,500,23,"Same length",85,87.5,"Ring finger",January,Summer,Yes,No,Meat,Water,English,8.5,9.5,6,"Yes - other","Text messaging",30,300,10,0,0.5,6,10,4,0,5,16,8,0.5,0.5,"Very little","Graduate degree",Country,Fly,Happy,"Sports person",Religious
USA,TX,2019,"12        ",Male,16,Right-Handed,160,25,,,Car,10,.526,65,Baseball/Softball,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2019,"11        ",Male,16,Right-Handed,177,27,171,1,Car,23,0.296,40,Other,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2019,"12        ",Female,17,Right-Handed,168.9,24,161,2,Walk,3,0.49,35,Athletics,1000,950,900,900,300,700,24,"Same length",70,70,"Same length",June,Fall,Yes,Yes,Fruit,Water,"Social studies",7,8.5,4,"Yes - broadband connection","In person",50,70,30,1,40,0,5,0,4,4,30,0,0,5,"A lot","Graduate degree",Other,Fly,Happy,"Religious figure",Environment
USA,CA,2019,"9         ",Male,14,Right-Handed,180,27,172,1,Car,10,0.355,71,Swimming,519,674,1000,738,722,1000,27,"Same length",98,98,"Same length",October,Winter,No,No,"Rice/Noodle dishes",Water,"Computers and technology",7,9,3,"Yes - other","Text messaging",52,73,14,1,21,10,16,15,19,5,25,15,0,0,"A lot","Some college",Pop,"Freeze time",Happy,Actor,Health
USA,RI,2019,"12        ",Male,15,Right-Handed,178,41,,1,Car,10,.314,41,Basketball,572,813,406,679,775,1000,41,"Same length",80,81,"Ring finger",November,Fall,No,No,Breads/Sandwiches,Water,"Mathematics and statistics",5,6,5,"Yes - broadband connection","In person",4,6,8,1,1,3,2,14,20,3,20,0,0,5,None,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Friend,"International aid"
USA,WA,2019,"11        ",Male,16,Left-Handed,167.5,26,161,1,Bus,30,0.31,48,Other,860,500,758,1000,1000,1000,26,"Same length",9,8,"Index finger",January,Summer,No,No,Meat,Water,Other,6,10,5,"Yes - other","In person",50,55,0,1,7,4,2,8,5,8,9,6,0,0,Some,Other,Other,Telepathy,Healthy,Other,Health
USA,OH,2019,"7         ",Female,12,Right-Handed,5'6,9.5,60+,1,Bus,10-15,0.391,45,Baseball/Softball,3,2,4,1,6,5,9.5,"Same length",3,3,"Index finger",August,Fall,No,No,"No favorite",Water,"Social studies",7,4,5,"Yes - other","Text messaging",150,150,10,4,7,4,3,2,6,4,5,7,3?,6,Some,"Graduate degree",Other,Telepathy,Healthy,"Sports person",Health
USA,MO,2019,"12        ",Male,17,Right-Handed,173,28,187,1,Car,4,.385,54,"Football (American)",604,412,449,348,476,888,26,"Right foot",11,8,"Index finger",November,Fall,No,No,Meat,"Sports drink","Physical education",7,9,5,"Yes - other","Text messaging",20,50+,4,1,3,5,9,2,4,4,6,7,0,0,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","Wildlife, animals"
USA,NC,2019,"11        ",Male,17,Right-Handed,165,25,160,2,Bus,5,.342,42,Other,300,300,400,200,800,900,25,"Same length",75,75,"Same length",April,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,9,4,"Yes - other","Internet chat or instant messaging",2,2,1,0,15,10,0,6,12,2,24,0,0,0,Some,"Graduate degree",Classical,"Freeze time",Happy,"Musician or singer","Arts, culture, sports"
USA,NY,2019,"12        ",Female,16,Right-Handed,67,22.5,25,2,Bus,14,0.708,43,Other,800,700,700,700,600,900,22,"Right foot",112.5,84.75,"Ring finger",November,Winter,Yes,No,"Rice/Noodle dishes","Energy drink",English,3,5,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,40,4,2,20,3,2,15,20,1,24,0,0,2,"A lot","Graduate degree",Other,"Freeze time",Rich,Relative,"International aid"
USA,OH,2019,"7         ",Male,13,Right-Handed,,,,1,Walk,"10 15",0.455,50,Other,1000,989,809,1000,534,634,,,,,"Same length",August,Summer,Yes,No,Meat,Juice,Music,10,15,5,"Yes - other","Text messaging",idk,idk,6,7,7,6,5,5,0,0,7,5,0,6,Some,"Graduate degree","Heavy metal","Freeze time",Healthy,"Musician or singer",Health
USA,GA,2019,"11        ",Female,15,Right-Handed,170,25,172,2,Car,15,0.476,47,Running/Jogging,626,765,449,401,888,1000,24,"Right foot",97,101,"Ring finger",September,Fall,No,No,"Rice/Noodle dishes",Water,History,7,8,6,"Yes - other","In person",10,10,3,0,10,3,15,0,2,2,10,10,0,3,"A lot","Graduate degree",Pop,Telepathy,Happy,"Religious figure",Religious
USA,AZ,2019,"12        ",Female,17,Right-Handed,164,24,168,2,Car,10-15,0.507,50,Cycling,1000,1000,1000,1000,0,500,24,"Same length",8,8,"Same length",December,Fall,Yes,No,Soups,Water,"Mathematics and statistics",5,10,4,"Yes - broadband connection","Text messaging",50,40,15,100,10,2,0,0,10,10,168,50,40,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"Wildlife, animals"
USA,CA,2019,"11        ",Female,16,Right-Handed,165,25.4,164,2,Car,35,.392,74,Other,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AZ,2019,"4         ",Male,10,Right-Handed,148,25,149,2,Car,3,0.34,53,Running/Jogging,540,941,385,781,0,588,25,"Same length",8,8,"Same length",January,Winter,Yes,No,Other,Water,"Computers and technology",9,11,5,"Yes - dial-up connection",Other,20,16,12,1,4,1,4,24,2,3,1,0,0,3,"Very little",Other,"Rap/Hip hop","Freeze time",Rich,Other,Health
USA,CA,2019,"12        ",Male,17,Right-Handed,162.5,25,156.2,3,Car,10,.352,49,Basketball,900,500,800,800,0,500,25,"Same length",54.1,54.1,"Same length",January,Winter,Yes,No,Meat,Water,Art,6,8,5,"Yes - broadband connection","Text messaging",3,3,4,1,0,3,4,0,2,1,4,0,0,2,"Very little","Graduate degree","Rhythm and blues (R&B)",Invisibility,Rich,"Community leader or elder",Other
USA,NY,2019,"12        ",Female,16,Right-Handed,164,17,156.8,1,Car,5,.347,34,Dancing,930,941,754,775,70,551,16,"Right foot",50,60,"Ring finger",November,Summer,Yes,No,Meat,Coffee,Art,6,8,2,"Yes - other","Text messaging",100,100,1,12,18,4,20,0,4,50,4,0,8,5,"A lot","Undergraduate degree",Pop,Invisibility,Happy,Relative,Health
USA,NH,2019,"8         ",Female,13,Right-Handed,162.5,22,158,1,Bus,45,.31,65,Soccer,500,100,100,500,800,1000,23,"Left foot",87,86,"Index finger",June,Summer,No,No,"No favorite",Water,Science,7,8.5,6,"Yes - broadband connection","Text messaging",150,100,30,5,10,20,10,8,3,17,73,2,0,10,Some,"Graduate degree",Pop,"Freeze time",Happy,"Doctor or nurse",Health
USA,NY,2019,"12        ",Female,17,Right-Handed,155,22,157,1,Car,10,.366,35,Baseball/Softball,845,845,583,668,818,848,22,"Same length",70,63,"Index finger",February,Summer,Yes,No,Seafood,Water,Science,8,9,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",15,17,42,1,14,35,10,6,28,21,14,2,0,7,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"Wildlife, animals"
USA,RI,2019,"12        ",Male,17,Right-Handed,182,26,187,2,Bus,25," .428",36,Baseball/Softball,800,750,750,600,1000,1000,26,"Same length",87,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MI,2019,"9         ",Female,14,Right-Handed,160,25,180,1,Car,20,0.871,55,Golf,100,100,50,50,20,10,24,"Right foot",90,80,"Index finger",September,Fall,Yes,No,Pizza/Pasta,Tea,"Mathematics and statistics",8,10,4,"Yes - other","Text messaging",50,75,10,5,3,2,3,0,4,3,2,1,0,,Some,"Graduate degree",Pop,Telepathy,Happy,"Coach or club leader","Education/Youth development"
USA,CA,2019,"9         ",Male,14,Right-Handed,159,26,162,2,Car,9,0.315,35,"Football (American)",400,700,600,400,1000,1000,26,"Same length",70,73,"Ring finger",February,Spring,No,No,"No favorite",Water,English,6,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",250,260,4,30,13,9,9,17,14,1,27,0,4,3,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Friend,"International aid"
USA,NJ,2019,"9         ",Male,15,Right-Handed,173,29,175,1,Car,210,.74,44,Other,900,600,200,350,700,850,29,"Same length",92,92,"Same length",April,Spring,No,Yes,Soups,Water,Science,7.5,9,4,"Yes - broadband connection","Text messaging",30,25,11,1,16,0,14,2,5,2,19,2,0,.5,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Actor,Environment
USA,CA,2019,"12        ",Female,16,Right-Handed,157,22,161,2,Car,13,0.9,50,Basketball,900,850,830,840,600,700,21,"Right foot",62,65,"Ring finger",September,Summer,No,No,Seafood,"Soft drink (caffeinated)",English,5,12,4,"Yes - broadband connection","Text messaging",39,43,15,1,16,9,2,0,12,10,12,4,0,8,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,"International aid"
USA,WI,2019,"11        ",Male,17,Right-Handed,172,29,172,2,Car,2,.1,89,None,1,1,1,1,1,1,29,"Same length",75,75,"Same length",January,Fall,Yes,No,Meat,Water,Other,7,7,5,"Yes - other","In person",100+,100+,15,0,0,5,0,0,24,24,24,0,5,2,Some,Other,Country,,Rich,Relative,Other
USA,OH,2019,"12        ",Male,18,Right-Handed,150,,,1,Car,27,.28,45,Basketball,834,513,380,422,257,722,,,,,,August,Summer,Yes,No,Meat,Water,English,6,8,4,"Yes - broadband connection",,100,110,12,1,2,15,5,10,11,8,20,2,38,3,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"Wildlife, animals"
USA,IN,2019,"10        ",Male,15,Right-Handed,172,24.5,173,2,Bus,36,.69,45,Soccer,900,700,300,400,850,900\\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2019,"12        ",Female,17,Right-Handed,173,25,,2,Car,10,.688,42,Dancing,1000,1000,1000,1000,500,800,23,"Right foot",76.2,76.2,"Same length",May,Fall,Yes,Yes,Pizza/Pasta,Coffee,English,5,7,7,"Yes - broadband connection","Text messaging",30,150,10,.5,9,5,0,0,0,.5,30,7,6,2,Some,"Undergraduate degree","Punk rock","Freeze time",Happy,Teacher,"Wildlife, animals"
